,BDEP,TPO,HL,BHT,RPM,TOR,DEPT,WOB
1607131407333.0,4987.684,0.0,512.2479867268394,20.251,0.0,0.0,5795.817,0.72
1607131407841.0,4987.513,0.0,510.6679867677796,20.422,0.0,0.0,5795.817,2.3
1607131408349.0,4987.513,0.0,509.99598678519214,20.501,0.0,0.0,5795.817,2.97
1607131408858.0,4987.344,0.0,508.7679868170115,20.59,0.0,0.0,5795.817,4.2
1607131409366.0,4987.344,0.0,507.87598684012465,20.68,0.0,0.0,5795.817,5.09
1607131409874.0,4987.344,0.0,507.51198684955654,20.759,0.0,0.0,5795.817,5.46
1607131410383.0,4987.176,0.0,507.1259868595584,20.846,0.0,0.0,5795.817,5.84
1607131410891.0,4987.176,0.0,507.17198685836644,20.927,0.0,0.0,5795.817,5.8
1607131411399.0,4987.007,0.0,507.561986848261,21.016,0.0,0.0,5795.817,5.41
1607131411806.0,4987.007,0.0,508.0019868368599,21.016,0.0,0.0,5795.817,4.97
1607131412314.0,4986.831,0.0,508.8959868136949,21.187,0.0,0.0,5795.817,4.07
1607131412821.0,4986.831,0.0,509.38598680099824,21.187,0.0,0.0,5795.817,3.58
1607131413328.0,4986.667,0.0,510.25998677835145,21.356,0.0,0.0,5795.817,2.71
1607131413844.0,4986.667,0.0,510.7659867652402,21.435,0.0,0.0,5795.817,2.2
1607131414361.0,4986.5,0.0,511.1299867558084,21.608,0.0,0.0,5795.817,1.84
1607131414869.0,4986.327,0.0,511.1939867541501,21.608,0.0,0.0,5795.817,1.78
1607131415376.0,4986.327,0.0,511.17398675466825,21.779,0.0,0.0,5795.817,1.8
1607131415883.0,4986.327,0.0,511.09998675658574,21.779,0.0,0.0,5795.817,1.87
1607131416391.0,4986.155,0.0,510.70198676689853,21.867,0.0,0.0,5795.817,2.27
1607131416898.0,4986.155,0.0,510.547986770889,21.946,0.0,0.0,5795.817,2.42
1607131417305.0,4985.988,0.0,509.98598678545125,22.042,0.0,0.0,5795.817,2.98
1607131417814.0,4985.988,0.0,509.70998679260276,22.13,0.0,0.0,5795.817,3.26
1607131418322.0,4985.804,0.0,509.235986804885,22.224,0.0,0.0,5795.817,3.73
1607131418830.0,4985.804,0.0,509.1779868063878,22.297,0.0,0.0,5795.817,3.79
1607131419338.0,4985.637,0.0,509.19598680592145,22.383,0.0,0.0,5795.817,3.77
1607131419845.0,4985.637,0.0,509.37798680120545,22.462,0.0,0.0,5795.817,3.59
1607131420353.0,4985.381,0.0,509.6199867949349,22.553,0.0,0.0,5795.817,3.35
1607131420861.0,4985.206,0.0,510.9959867592805,22.729,0.0,0.0,5795.817,1.97
1607131421370.0,4985.206,0.0,511.38398674922684,22.806,0.0,0.0,5795.817,1.59
1607131421877.0,4985.039,0.0,511.9139867354937,22.895,0.0,0.0,5795.817,1.06
1607131422384.0,4985.039,0.0,512.0959867307779,22.978,0.0,0.0,5795.817,0.87
1607131422890.0,4984.869,0.0,512.0979867307259,23.066,0.0,0.0,5795.817,0.87
1607131423398.0,4984.869,0.0,511.9299867350791,23.151,0.0,0.0,5795.817,1.04
1607131423805.0,4984.697,0.0,511.27798675197346,23.237,0.0,0.0,5795.817,1.69
1607131424312.0,4984.697,0.0,510.84798676311544,23.237,0.0,0.0,5795.817,2.12
1607131424819.0,4984.697,0.0,509.6859867932247,23.408,0.0,0.0,5795.817,3.28
1607131425327.0,4984.526,0.0,509.0579868094972,23.408,0.0,0.0,5795.817,3.91
1607131425835.0,4984.526,0.0,507.97998683742986,23.495,0.0,0.0,5795.817,4.99
1607131426343.0,4984.343,0.0,507.50798684966014,23.591,0.0,0.0,5795.817,5.46
1607131426851.0,4984.183,0.0,506.6819868710632,23.751,0.0,0.0,5795.817,6.29
1607131427359.0,4984.183,0.0,506.56598687406887,23.751,0.0,0.0,5795.817,6.4
1607131427867.0,4984.183,0.0,507.01198686251234,23.932,0.0,0.0,5795.817,5.96
1607131428375.0,4984.002,0.0,507.5799868477945,23.932,0.0,0.0,5795.817,5.39
1607131428883.0,4983.835,0.0,509.52398679742237,24.099,0.0,0.0,5795.817,3.45
1607131429392.0,4983.835,0.0,510.24198677881793,24.181,0.0,0.0,5795.817,2.73
1607131429900.0,4983.667,0.0,512.527986719584,24.267,0.0,0.0,5795.817,0.44
1607131430326.0,4983.667,0.0,514.1719866769854,24.356,0.0,0.0,5795.817,-1.2
1607131430834.0,4983.667,0.0,514.6779866638741,24.434,0.0,0.0,5795.817,-1.71
1607131431342.0,4983.5,0.0,515.6019866399317,24.515,0.0,0.0,5795.817,-2.63
1607131431849.0,4983.5,0.0,515.7159866369778,24.606,0.0,0.0,5795.817,-2.75
1607131432357.0,4983.328,0.0,514.8459866595209,24.69,0.0,0.0,5795.817,-1.88
1607131432864.0,4983.328,0.0,514.1839866766743,24.781,0.0,0.0,5795.817,-1.21
1607131433372.0,4983.152,0.0,512.8719867106703,24.869,0.0,0.0,5795.817,0.1
1607131433880.0,4983.152,0.0,510.94598676057615,24.952,0.0,0.0,5795.817,2.02
1607131434387.0,4982.982,0.0,509.0619868093936,25.031,0.0,0.0,5795.817,3.91
1607131434895.0,4982.982,0.0,508.263986830071,25.116,0.0,0.0,5795.817,4.71
1607131435302.0,4982.818,0.0,506.8739868660882,25.202,0.0,0.0,5795.817,6.1
1607131435812.0,4982.818,0.0,506.3559868795104,25.293,0.0,0.0,5795.817,6.61
1607131436321.0,4982.64,0.0,505.9719868894604,25.458,0.0,0.0,5795.817,7.0
1607131436829.0,4982.64,0.0,506.1999868835525,25.458,0.0,0.0,5795.817,6.77
1607131437337.0,4982.395,0.0,507.00198686277145,25.62,0.0,0.0,5795.817,5.97
1607131437845.0,4982.395,0.0,507.48598685023023,25.62,0.0,0.0,5795.817,5.48
1607131438352.0,4982.225,0.0,508.5419868228676,25.791,0.0,0.0,5795.817,4.43
1607131438860.0,4982.225,0.0,509.1419868073206,25.791,0.0,0.0,5795.817,3.83
1607131439367.0,4982.057,0.0,511.0279867584514,25.877,0.0,0.0,5795.817,1.94
1607131439875.0,4982.057,0.0,512.1599867291194,25.958,0.0,0.0,5795.817,0.81
1607131440383.0,4981.894,0.0,514.507986668279,26.127,0.0,0.0,5795.817,-1.54
1607131440891.0,4981.715,0.0,514.7179866628376,26.218,0.0,0.0,5795.817,-1.75
1607131441399.0,4981.715,0.0,514.51798666802,26.299,0.0,0.0,5795.817,-1.55
1607131441806.0,4981.547,0.0,513.2799867000984,26.386,0.0,0.0,5795.817,-0.31
1607131442313.0,4981.547,0.0,512.4479867216569,26.466,0.0,0.0,5795.817,0.52
1607131442821.0,4981.547,0.0,510.80598676420374,26.553,0.0,0.0,5795.817,2.16
1607131443344.0,4981.38,0.0,509.92998678690236,26.642,0.0,0.0,5795.817,3.04
1607131443854.0,4981.21,0.0,507.90598683934735,26.723,0.0,0.0,5795.817,5.06
1607131444361.0,4981.21,0.0,507.53398684898644,26.808,0.0,0.0,5795.817,5.44
1607131444872.0,4981.042,0.0,506.9479868641706,26.891,0.0,0.0,5795.817,6.02
1607131445381.0,4981.042,0.0,506.92398686479254,26.978,0.0,0.0,5795.817,6.04
1607131445888.0,4981.042,0.0,507.3279868543242,27.068,0.0,0.0,5795.817,5.64
1607131446397.0,4980.865,0.0,507.71198684437417,27.157,0.0,0.0,5795.817,5.26
1607131446804.0,4980.692,0.0,509.4139868002727,27.329,0.0,0.0,5795.817,3.56
1607131447311.0,4980.692,0.0,510.15198678114984,27.329,0.0,0.0,5795.817,2.82
1607131447819.0,4980.523,0.0,511.61798674316356,27.41,0.0,0.0,5795.817,1.35
1607131448326.0,4980.523,0.0,512.2539867266838,27.491,0.0,0.0,5795.817,0.72
1607131448834.0,4980.523,0.0,513.4179866965227,27.581,0.0,0.0,5795.817,-0.45
1607131449342.0,4980.353,0.0,513.7179866887492,27.66,0.0,0.0,5795.817,-0.75
1607131449849.0,4980.353,0.0,513.7939866867799,27.743,0.0,0.0,5795.817,-0.82
1607131450357.0,4980.104,0.0,513.6099866915476,27.829,0.0,0.0,5795.817,-0.64
1607131450864.0,4980.104,0.0,512.945986708753,27.91,0.0,0.0,5795.817,0.02
1607131451372.0,4979.937,0.0,510.8999867617681,28.086,0.0,0.0,5795.817,2.07
1607131451879.0,4979.937,0.0,510.15598678104624,28.086,0.0,0.0,5795.817,2.81
1607131452386.0,4979.765,0.0,508.7439868176335,28.258,0.0,0.0,5795.817,4.23
1607131452895.0,4979.765,0.0,508.0819868347869,28.258,0.0,0.0,5795.817,4.89
1607131453302.0,4979.593,0.0,507.2919868552571,28.422,0.0,0.0,5795.817,5.68
1607131453809.0,4979.42,0.0,507.2839868554643,28.513,0.0,0.0,5795.817,5.69
1607131454304.0,4979.42,0.0,507.71998684416695,28.59,0.0,0.0,5795.817,5.25
1607131454812.0,4979.42,0.0,508.2039868316257,28.683,0.0,0.0,5795.817,4.77
1607131455336.0,4979.25,0.0,509.71798679239555,28.762,0.0,0.0,5795.817,3.25
1607131455843.0,4979.25,0.0,510.61198676923067,28.846,0.0,0.0,5795.817,2.36
1607131456358.0,4979.087,0.0,512.595986717822,28.937,0.0,0.0,5795.817,0.37
1607131456866.0,4979.087,0.0,513.4299866962117,28.937,0.0,0.0,5795.817,-0.46
1607131457374.0,4978.899,0.0,514.1839866766743,29.114,0.0,0.0,5795.817,-1.21
1607131457882.0,4978.899,0.0,514.1659866771408,29.114,0.0,0.0,5795.817,-1.2
1607131458390.0,4978.732,0.0,513.9059866838778,29.201,0.0,0.0,5795.817,-0.94
1607131458897.0,4978.732,0.0,513.0639867056954,29.38,0.0,0.0,5795.817,-0.09
1607131459304.0,4978.553,0.0,512.2659867263728,29.459,0.0,0.0,5795.817,0.7
1607131459812.0,4978.39,0.0,511.5359867452883,29.543,0.0,0.0,5795.817,1.43
1607131460320.0,4978.39,0.0,510.85198676301184,29.631,0.0,0.0,5795.817,2.12
1607131460828.0,4978.39,0.0,510.6459867683496,29.714,0.0,0.0,5795.817,2.32
1607131461335.0,4978.22,0.0,510.27598677793685,29.81,0.0,0.0,5795.817,2.69
1607131461845.0,4978.036,0.0,509.88598678804243,29.897,0.0,0.0,5795.817,3.08
1607131462353.0,4978.036,0.0,509.8139867899081,29.986,0.0,0.0,5795.817,3.16
1607131462861.0,4977.865,0.0,509.7739867909445,30.068,0.0,0.0,5795.817,3.2
1607131463369.0,4977.865,0.0,509.75998679130726,30.156,0.0,0.0,5795.817,3.21
1607131463877.0,4977.865,0.0,509.8519867889234,30.249,0.0,0.0,5795.817,3.12
1607131464386.0,4977.685,0.0,510.0099867848293,30.329,0.0,0.0,5795.817,2.96
1607131464895.0,4977.685,0.0,510.345986776123,30.42,0.0,0.0,5795.817,2.62
1607131465301.0,4977.513,0.0,510.53598677119993,30.42,0.0,0.0,5795.817,2.43
1607131465812.0,4977.513,0.0,510.9159867613535,30.508,0.0,0.0,5795.817,2.05
1607131466319.0,4977.331,0.0,510.9659867600579,30.68,0.0,0.0,5795.817,2.0
1607131466828.0,4977.165,0.0,510.73198676612117,30.856,0.0,0.0,5795.817,2.24
1607131467337.0,4977.165,0.0,510.55198677078533,30.856,0.0,0.0,5795.817,2.42
1607131467847.0,4976.985,0.0,510.2879867776259,30.948,0.0,0.0,5795.817,2.68
1607131468355.0,4976.985,0.0,510.15198678114984,31.036,0.0,0.0,5795.817,2.82
1607131468862.0,4976.805,0.0,510.23998677886976,31.128,0.0,0.0,5795.817,2.73
1607131469370.0,4976.805,0.0,510.3659867756048,31.207,0.0,0.0,5795.817,2.6
1607131469880.0,4976.805,0.0,510.9399867607316,31.297,0.0,0.0,5795.817,2.03
1607131470388.0,4976.636,0.0,511.34398675026335,31.386,0.0,0.0,5795.817,1.63
1607131470896.0,4976.636,0.0,512.3459867242999,31.472,0.0,0.0,5795.817,0.62
1607131471303.0,4976.46,0.0,512.877986710515,31.472,0.0,0.0,5795.817,0.09
1607131471810.0,4976.46,0.0,513.4559866955381,31.651,0.0,0.0,5795.817,-0.49
1607131472322.0,4976.281,0.0,513.6679866900448,31.732,0.0,0.0,5795.817,-0.7
1607131472830.0,4976.281,0.0,513.5419866933096,31.732,0.0,0.0,5795.817,-0.57
1607131473339.0,4976.123,0.0,512.1419867295859,31.901,0.0,0.0,5795.817,0.83
1607131473846.0,4975.953,0.0,510.83198676353,32.063,0.0,0.0,5795.817,2.14
1607131474354.0,4975.953,0.0,509.4379867996508,32.148,0.0,0.0,5795.817,3.53
1607131474862.0,4975.785,0.0,508.7759868168043,32.148,0.0,0.0,5795.817,4.19
1607131475369.0,4975.785,0.0,507.78198684256046,32.326,0.0,0.0,5795.817,5.19
1607131475880.0,4975.785,0.0,507.4159868520441,32.326,0.0,0.0,5795.817,5.55
1607131476388.0,4975.607,0.0,506.9539868640152,32.416,0.0,0.0,5795.817,6.02
1607131476898.0,4975.607,0.0,506.90798686520714,32.495,0.0,0.0,5795.817,6.06
1607131477304.0,4975.438,0.0,507.25598685618985,32.587,0.0,0.0,5795.817,5.71
1607131477813.0,4975.438,0.0,507.47998685038567,32.676,0.0,0.0,5795.817,5.49
1607131478326.0,4975.175,0.0,508.41798682608066,32.757,0.0,0.0,5795.817,4.55
1607131478834.0,4975.175,0.0,508.90598681343573,32.844,0.0,0.0,5795.817,4.06
1607131479847.0,4975.001,0.0,512.4119867225897,33.012,0.0,0.0,5795.817,0.56
1607131480355.0,4974.839,0.0,514.4259866704039,33.173,0.0,0.0,5795.817,-1.46
1607131480863.0,4974.839,0.0,515.1419866518512,33.173,0.0,0.0,5795.817,-2.17
1607131481370.0,4974.669,0.0,516.3639866201872,33.353,0.0,0.0,5795.817,-3.39
1607131481878.0,4974.669,0.0,516.3559866203944,33.444,0.0,0.0,5795.817,-3.39
1607131482386.0,4974.488,0.0,515.4939866427303,33.524,0.0,0.0,5795.817,-2.53
1607131482793.0,4974.315,0.0,514.281986674135,33.617,0.0,0.0,5795.817,-1.31
1607131483301.0,4974.315,0.0,513.4099866967299,33.704,0.0,0.0,5795.817,-0.44
1607131483810.0,4974.146,0.0,511.5239867455992,33.787,0.0,0.0,5795.817,1.44
1607131484317.0,4974.146,0.0,510.7419867658621,33.863,0.0,0.0,5795.817,2.23
1607131484825.0,4974.146,0.0,509.06398680934177,33.954,0.0,0.0,5795.817,3.91
1607131485333.0,4973.979,0.0,508.25598683027823,33.954,0.0,0.0,5795.817,4.71
1607131485840.0,4973.979,0.0,507.0379868618386,34.124,0.0,0.0,5795.817,5.93
1607131486348.0,4973.808,0.0,506.2819868814277,34.208,0.0,0.0,5795.817,6.69
1607131486855.0,4973.638,0.0,505.8639868922588,34.294,0.0,0.0,5795.817,7.11
1607131487366.0,4973.638,0.0,505.8699868921034,34.375,0.0,0.0,5795.817,7.1
1607131487874.0,4973.638,0.0,505.89998689132597,34.463,0.0,0.0,5795.817,7.07
1607131488381.0,4973.47,0.0,506.1059868859883,34.548,0.0,0.0,5795.817,6.86
1607131488889.0,4973.294,0.0,507.8619868404875,34.639,0.0,0.0,5795.817,5.11
1607131489296.0,4973.294,0.0,508.75798681727065,34.728,0.0,0.0,5795.817,4.21
1607131489804.0,4973.124,0.0,510.99198675938425,34.809,0.0,0.0,5795.817,1.98
1607131490312.0,4973.124,0.0,512.3859867232634,34.893,0.0,0.0,5795.817,0.58
1607131490818.0,4973.124,0.0,515.321986647187,34.982,0.0,0.0,5795.817,-2.35
1607131491332.0,4972.95,0.0,516.1739866251103,35.064,0.0,0.0,5795.817,-3.21
1607131491841.0,4972.95,0.0,516.8979866063503,35.152,0.0,0.0,5795.817,-3.93
1607131492347.0,4972.781,0.0,516.8299866081123,35.235,0.0,0.0,5795.817,-3.86
1607131492855.0,4972.618,0.0,514.1919866764671,35.314,0.0,0.0,5795.817,-1.22
1607131493362.0,4972.618,0.0,511.59598674373353,35.486,0.0,0.0,5795.817,1.37
1607131493870.0,4972.618,0.0,510.3699867755012,35.486,0.0,0.0,5795.817,2.6
1607131494378.0,4972.447,0.0,507.8579868405912,35.577,0.0,0.0,5795.817,5.11
1607131494886.0,4972.447,0.0,506.9059868652589,35.673,0.0,0.0,5795.817,6.06
1607131495394.0,4972.26,0.0,505.9339868904451,35.753,0.0,0.0,5795.817,7.03
1607131495800.0,4972.26,0.0,505.76998689469445,35.837,0.0,0.0,5795.817,7.2
1607131496308.0,4972.009,0.0,506.34598687976944,36.01,0.0,0.0,5795.817,6.62
1607131496816.0,4972.009,0.0,506.7739868686793,36.01,0.0,0.0,5795.817,6.2
1607131497324.0,4971.841,0.0,507.8619868404875,36.184,0.0,0.0,5795.817,5.11
1607131497831.0,4971.841,0.0,508.44798682530325,36.184,0.0,0.0,5795.817,4.52
1607131498339.0,4971.668,0.0,509.88798678799054,36.355,0.0,0.0,5795.817,3.08
1607131498847.0,4971.668,0.0,510.7539867655512,36.355,0.0,0.0,5795.817,2.22
1607131499360.0,4971.506,0.0,513.805986686469,36.519,0.0,0.0,5795.817,-0.84
1607131499868.0,4971.506,0.0,514.3459866724768,36.609,0.0,0.0,5795.817,-1.38
1607131500385.0,4971.323,0.0,515.151986651592,36.688,0.0,0.0,5795.817,-2.18
1607131500893.0,4971.323,0.0,515.2199866498299,36.688,0.0,0.0,5795.817,-2.25
1607131501401.0,4971.162,0.0,514.5919866661025,36.849,0.0,0.0,5795.817,-1.62
1607131501808.0,4971.162,0.0,513.9339866831523,36.849,0.0,0.0,5795.817,-0.96
1607131502316.0,4971.0,0.0,512.7599867135725,37.006,0.0,0.0,5795.817,0.21
1607131502825.0,4971.0,0.0,512.1599867291194,37.006,0.0,0.0,5795.817,0.81
1607131503370.0,4970.842,0.0,510.88398676218264,37.09,0.0,0.0,5795.817,2.09
1607131503878.0,4970.68,0.0,509.6199867949349,37.252,0.0,0.0,5795.817,3.35
1607131504386.0,4970.68,0.0,509.2119868055068,37.337,0.0,0.0,5795.817,3.76
1607131504893.0,4970.518,0.0,508.8279868154568,37.413,0.0,0.0,5795.817,4.14
1607131505300.0,4970.518,0.0,508.59398682152016,37.49,0.0,0.0,5795.817,4.38
1607131505808.0,4970.358,0.0,508.2679868299673,37.652,0.0,0.0,5795.817,4.7
1607131506315.0,4970.358,0.0,508.2599868301746,37.652,0.0,0.0,5795.817,4.71
1607131506827.0,4970.196,0.0,508.3719868272726,37.736,0.0,0.0,5795.817,4.6
1607131507334.0,4970.196,0.0,508.5379868229712,37.81,0.0,0.0,5795.817,4.43
1607131507842.0,4970.037,0.0,509.05598680954904,37.895,0.0,0.0,5795.817,3.91
1607131508350.0,4970.037,0.0,509.3899868008945,37.97,0.0,0.0,5795.817,3.58
1607131508858.0,4970.037,0.0,510.2259867792325,38.053,0.0,0.0,5795.817,2.74
1607131509364.0,4969.879,0.0,510.52798677140714,38.13,0.0,0.0,5795.817,2.44
1607131509877.0,4969.879,0.0,511.0199867586586,38.216,0.0,0.0,5795.817,1.95
1607131510385.0,4969.716,0.0,511.2259867533209,38.298,0.0,0.0,5795.817,1.74
1607131510893.0,4969.716,0.0,511.42798674808677,38.373,0.0,0.0,5795.817,1.54
1607131511300.0,4969.559,0.0,511.5519867448738,38.456,0.0,0.0,5795.817,1.42
1607131511809.0,4969.559,0.0,511.531986745392,38.539,0.0,0.0,5795.817,1.44
1607131512318.0,4969.318,0.0,511.6079867434227,38.699,0.0,0.0,5795.817,1.36
1607131512828.0,4969.157,0.0,511.74398673989873,38.775,0.0,0.0,5795.817,1.23
1607131513338.0,4969.157,0.0,511.859986736893,38.775,0.0,0.0,5795.817,1.11
1607131513848.0,4968.995,0.0,512.1939867282384,38.937,0.0,0.0,5795.817,0.78
1607131514356.0,4968.995,0.0,512.3779867234708,39.013,0.0,0.0,5795.817,0.59
1607131514865.0,4968.995,0.0,512.4179867224343,39.09,0.0,0.0,5795.817,0.55
1607131515375.0,4968.842,0.0,512.2159867276683,39.176,0.0,0.0,5795.817,0.75
1607131515884.0,4968.842,0.0,512.0219867326953,39.176,0.0,0.0,5795.817,0.95
1607131516393.0,4968.68,0.0,511.48798674653204,39.328,0.0,0.0,5795.817,1.48
1607131516800.0,4968.68,0.0,511.22798675326914,39.328,0.0,0.0,5795.817,1.74
1607131517308.0,4968.521,0.0,510.4559867732728,39.488,0.0,0.0,5795.817,2.51
1607131517818.0,4968.521,0.0,509.5659867963341,39.488,0.0,0.0,5795.817,3.4
1607131518326.0,4968.388,0.0,507.84798684085024,39.544,0.0,0.0,5795.817,5.12
1607131518835.0,4968.315,0.0,505.98998688899405,39.617,0.0,0.0,5795.817,6.98
1607131519343.0,4968.315,0.0,504.7799869203469,39.659,0.0,0.0,5795.817,8.19
1607131519852.0,4968.236,0.0,504.10598693781134,39.696,0.0,0.0,5795.817,8.86
1607131520359.0,4968.236,0.0,501.9399869939359,39.725,0.0,0.0,5795.817,11.03
1607131520868.0,4968.236,0.0,500.81198702316425,39.74,0.0,0.0,5795.817,12.16
1607131521376.0,4968.192,0.0,498.3859870860258,39.742,0.0,0.0,5795.817,14.58
1607131521887.0,4968.192,0.0,497.2319871159277,39.734,0.0,0.0,5795.817,15.74
1607131522394.0,4968.198,0.0,495.43398716251676,39.719,0.0,0.0,5795.817,17.54
1607131522802.0,4968.198,0.0,494.62998718334967,39.719,0.0,0.0,5795.817,18.34
1607131523310.0,4968.23,0.0,493.7339872065664,39.698,0.0,0.0,5795.817,19.23
1607131523819.0,4968.23,0.0,493.4899872128889,39.698,0.0,0.0,5795.817,19.48
1607131524329.0,4968.235,0.0,493.44998721392534,39.697,0.0,0.0,5795.817,19.52
1607131524845.0,4968.235,0.0,494.16198719547623,39.684,0.0,0.0,5795.817,18.81
1607131525353.0,4968.249,0.0,495.2279871678545,39.675,0.0,0.0,5795.817,17.74
1607131525865.0,4968.261,0.0,497.065987120229,39.672,0.0,0.0,5795.817,15.9
1607131526373.0,4968.261,0.0,497.585987106755,39.672,0.0,0.0,5795.817,15.38
1607131526885.0,4968.262,0.0,498.4559870842119,39.664,0.0,0.0,5795.817,14.51
1607131527393.0,4968.262,0.0,498.8699870734845,39.664,0.0,0.0,5795.817,14.1
1607131527825.0,4968.266,0.0,499.25198706358634,39.667,0.0,0.0,5795.817,13.72
1607131528334.0,4968.266,0.0,499.4059870595959,39.676,0.0,0.0,5795.817,13.56
1607131528842.0,4968.258,0.0,499.0599870685613,39.674,0.0,0.0,5795.817,13.91
1607131529350.0,4968.258,0.0,498.75598707643843,39.663,0.0,0.0,5795.817,14.21
1607131529858.0,4968.258,0.0,498.0119870957167,39.647,0.0,0.0,5795.817,14.96
1607131530366.0,4968.286,0.0,497.5479871077396,39.632,0.0,0.0,5795.817,15.42
1607131530877.0,4968.286,0.0,497.0979871193999,39.626,0.0,0.0,5795.817,15.87
1607131531384.0,4968.307,0.0,497.0619871203326,39.624,0.0,0.0,5795.817,15.91
1607131531897.0,4968.298,0.0,497.7159871033865,39.635,0.0,0.0,5795.817,15.25
1607131532304.0,4968.298,0.0,498.1759870914671,39.635,0.0,0.0,5795.817,14.79
1607131532816.0,4968.298,0.0,499.01198706980506,39.634,0.0,0.0,5795.817,13.96
1607131533322.0,4968.294,0.0,499.45998705819665,39.638,0.0,0.0,5795.817,13.51
1607131533831.0,4968.324,0.0,499.14198706643657,39.609,0.0,0.0,5795.817,13.83
1607131534339.0,4968.324,0.0,498.72798707716396,39.609,0.0,0.0,5795.817,14.24
1607131534877.0,4968.359,0.0,497.79198710141713,39.573,0.0,0.0,5795.817,15.18
1607131535385.0,4968.359,0.0,497.0619871203326,39.574,0.0,0.0,5795.817,15.91
1607131535895.0,4968.359,0.0,496.76398712805434,39.574,0.0,0.0,5795.817,16.21
1607131536301.0,4968.354,0.0,495.843987151893,39.586,0.0,0.0,5795.817,17.13
1607131536808.0,4968.354,0.0,495.4559871619467,39.586,0.0,0.0,5795.817,17.51
1607131537317.0,4968.338,0.0,494.40998718905024,39.594,0.0,0.0,5795.817,18.56
1607131537825.0,4968.338,0.0,493.92198720169506,39.603,0.0,0.0,5795.817,19.05
1607131538333.0,4968.321,0.0,493.08998722325344,39.624,0.0,0.0,5795.817,19.88
1607131538841.0,4968.321,0.0,492.89198722838404,39.624,0.0,0.0,5795.817,20.08
1607131539349.0,4968.305,0.0,492.2719872444492,39.635,0.0,0.0,5795.817,20.7
1607131539855.0,4968.305,0.0,492.0179872510307,39.635,0.0,0.0,5795.817,20.95
1607131540362.0,4968.294,0.0,491.25398727082717,39.627,0.0,0.0,5795.817,21.72
1607131540870.0,4968.294,0.0,490.87798728057,39.627,0.0,0.0,5795.817,22.09
1607131541377.0,4968.323,0.0,490.00598730316483,39.609,0.0,0.0,5795.817,22.96
1607131541885.0,4968.323,0.0,489.3239873208365,39.574,0.0,0.0,5795.817,23.64
1607131542299.0,4968.359,0.0,488.5119873418767,39.557,0.0,0.0,5795.817,24.46
1607131542807.0,4968.359,0.0,488.29998734737006,39.557,0.0,0.0,5795.817,24.67
1607131543314.0,4968.395,0.0,488.3099873471109,39.52,0.0,0.0,5795.817,24.66
1607131543821.0,4968.395,0.0,488.3999873447789,39.52,0.0,0.0,5795.817,24.57
1607131544328.0,4968.431,0.0,489.0759873272626,39.502,0.0,0.0,5795.817,23.89
1607131544836.0,4968.431,0.0,490.0999873007292,39.465,0.0,0.0,5795.817,22.87
1607131545343.0,4968.468,0.0,491.3379872686507,39.448,0.0,0.0,5795.817,21.63
1607131545851.0,4968.502,0.0,492.1579872474031,39.43,0.0,0.0,5795.817,20.81
1607131546359.0,4968.502,0.0,492.6279872352247,39.411,0.0,0.0,5795.817,20.34
1607131546867.0,4968.54,0.0,493.18198722086964,39.393,0.0,0.0,5795.817,19.79
1607131547376.0,4968.54,0.0,493.3619872162056,39.378,0.0,0.0,5795.817,19.61
1607131547884.0,4968.54,0.0,492.1219872483359,39.362,0.0,0.0,5795.817,20.85
1607131548396.0,4968.571,0.0,488.0599873535888,39.346,0.0,0.0,5795.817,24.91
1607131548803.0,4968.602,0.0,454.1459882323545,39.332,0.0,0.0,5795.817,58.82
1607131549317.0,4968.602,0.0,436.0799887004733,39.317,0.0,0.0,5795.817,76.89
1607131549825.0,4968.63,0.0,393.8439897948753,39.303,0.0,0.0,5795.817,119.13
1607131550338.0,4968.63,0.0,369.55599042421596,39.287,0.0,0.0,5795.817,143.41
1607131550845.0,4968.63,0.0,314.8459918418392,39.273,0.0,0.0,5795.817,198.12
1607131551352.0,4968.66,0.0,256.5519933523295,39.255,0.0,0.0,5795.817,256.42
1607131551864.0,4968.694,0.0,204.83199469247694,39.22,0.0,0.0,5795.817,308.14
1607131552379.0,4968.694,0.0,184.02599523159353,39.22,0.0,0.0,5795.817,328.94
1607131552886.0,4968.736,0.0,151.9679960622673,39.197,0.0,0.0,5795.817,361.0
1607131553393.0,4968.736,0.0,139.73799637916608,39.178,0.0,0.0,5795.817,373.23
1607131553900.0,4968.736,0.0,121.33399685604299,39.159,0.0,0.0,5795.817,391.64
1607131554307.0,4968.774,0.0,114.55199703177541,39.14,0.0,0.0,5795.817,398.42
1607131554814.0,4968.774,0.0,105.54799726508337,39.136,0.0,0.0,5795.817,407.42
1607131555322.0,4968.774,0.0,102.80999733602931,39.136,0.0,0.0,5795.817,410.16
1607131555830.0,4968.774,0.0,99.74999741531877,39.136,0.0,0.0,5795.817,413.22
1607131556338.0,4968.774,0.0,99.7559974151633,39.135,0.0,0.0,5795.817,413.21
1607131556846.0,4968.774,0.0,100.12999740547237,39.141,0.0,0.0,5795.817,412.84
1607131557354.0,4968.774,0.0,100.34399739992728,39.141,0.0,0.0,5795.817,412.63
1607131557862.0,4968.774,0.0,100.50199739583326,39.142,0.0,0.0,5795.817,412.47
1607131558400.0,4968.774,0.0,98.86199743832826,39.142,0.0,0.0,5795.817,414.11
1607131558807.0,4968.774,0.0,97.73399746755655,39.142,0.0,0.0,5795.817,415.24
